Year,Kilometers_Driven,Mileage,Engine,Power,Seats,en_Fuel,en_Transmission,en_Owner,Name,Price
2013,65278,14,2199,194,7,1,1,1,150,8.36
2005,108000,17,1405,70,5,1,1,1,92,1.0
2010,50645,10,2497,204,5,2,2,2,57,10.75
2011,130002,19,1248,73,5,1,1,1,160,3.85
2012,107000,17,1399,67,5,1,1,1,72,3.0
2015,41950,18,1497,117,5,2,2,1,42,9.6
2012,109000,13,2982,168,7,1,1,1,75,13.25
2016,9000,18,1198,86,5,2,1,1,16,5.75
2014,43900,22,1396,88,5,1,1,1,201,6.75
2013,64000,18,1248,73,7,1,1,2,65,4.85
2019,13190,0,1950,181,5,2,2,1,112,38.99
2009,77652,12,1586,103,5,2,2,1,147,2.85
2012,55000,12,2494,100,7,1,1,1,93,9.51
2012,59900,18,1995,177,5,1,2,2,2,18.5
2015,73539,19,1461,108,5,1,1,1,55,6.75
2017,31645,20,1995,190,5,1,2,1,182,29.4
2009,69690,17,1497,78,5,2,1,1,42,3.29
2016,41000,28,1248,88,5,1,1,1,41,9.5
2010,109200,17,1298,85,5,2,1,2,160,2.2
2012,80000,15,2179,140,7,1,1,1,192,6.5
2007,51000,13,1799,130,5,2,1,1,43,4.9
2013,105000,25,1248,88,7,1,1,2,66,6.75
2013,179000,23,1364,67,5,1,1,1,68,3.8
2013,12100,9,1984,207,2,2,2,1,161,29.5
2017,31000,21,1498,108,5,1,1,1,134,10.5
2015,50000,20,1498,88,5,1,1,1,124,6.2
2009,48000,17,1896,105,5,1,2,1,100,5.0
2007,35000,19,1461,65,5,1,1,1,136,2.3
2016,100200,11,2755,171,7,1,2,1,93,17.0
2014,47000,18,1995,184,5,1,2,1,1,25.5
2015,63642,27,1498,98,5,1,1,1,94,5.65
2015,62550,25,1498,98,5,1,1,1,16,5.6
2015,37340,16,2179,187,5,1,2,1,189,29.98
2016,38461,26,1248,74,5,1,1,1,160,7.39
2018,29000,17,1956,170,5,1,1,1,46,19.0
2010,31000,12,1794,132,5,2,1,1,49,5.0
2011,42086,17,1497,118,5,2,1,1,42,3.35
2013,49000,18,1197,85,5,2,1,1,160,4.45
2019,77240,22,1582,126,5,1,2,1,175,8.31
2012,105000,15,2523,62,7,1,1,2,27,6.0
2014,35000,22,1248,74,5,1,1,1,160,5.25
2012,202082,17,1968,174,5,1,2,1,10,12.3
2004,129000,13,1299,70,5,2,1,3,90,1.5
2018,33558,20,1498,88,5,1,1,1,124,8.12
2012,60271,13,2523,63,7,1,1,1,27,6.12
2017,45366,25,1498,98,5,1,1,1,42,10.88
2014,9500,18,1199,82,5,2,1,1,149,3.5
2016,42362,18,1197,81,5,2,1,1,201,6.15
2016,21000,17,1995,184,5,1,2,1,182,33.0
2012,15200,15,1995,177,5,1,2,1,182,13.5
2015,43690,12,2982,168,7,1,2,1,75,17.11
2014,79926,11,4134,335,7,1,2,1,129,29.77
2013,53073,20,1248,88,7,1,1,1,66,5.95
2015,59000,18,1197,80,5,2,1,1,201,5.75
2006,47088,10,3498,364,5,2,2,2,139,19.0
2014,55000,20,1461,83,5,1,1,1,55,4.75
2013,80430,17,1493,100,7,1,1,2,131,3.3
2013,71932,12,2982,168,7,1,2,1,75,16.5
2014,19000,15,2993,258,7,1,2,1,184,44.0
2011,81759,19,1248,73,5,1,1,1,160,4.39
2018,52010,25,1248,74,5,1,1,1,160,6.2
2016,58953,13,1984,177,5,2,2,1,10,24.22
2008,93000,10,2835,107,6,1,1,3,120,5.45
2016,10000,16,2179,187,5,1,2,1,189,44.0
2019,40674,11,2755,171,7,1,2,1,93,24.82
2015,50000,19,1968,141,5,1,2,1,115,11.69
2018,1331,14,1798,138,5,2,2,1,49,20.0
2010,60000,19,796,35,8,2,1,1,116,1.45
2018,10003,17,2143,170,5,1,2,1,80,48.5
2016,25000,21,1498,108,5,1,2,1,172,9.45
2015,73000,16,2179,140,7,1,1,1,192,12.5
2014,59962,20,1461,83,5,1,1,1,165,6.9
2012,72000,22,1582,126,5,1,1,2,175,5.8
2016,20967,14,2993,258,5,1,2,1,2,44.56
2015,35000,15,2179,120,7,1,1,2,153,8.5
2017,38056,23,1582,126,5,1,1,1,175,10.7
2009,94000,12,2967,241,7,1,2,2,129,12.0
2010,64236,14,1150,76,5,2,1,1,19,2.44
2000,124000,13,2523,63,7,1,1,1,27,1.95
2014,7400,19,1197,82,5,2,1,1,193,4.35
2017,52000,13,2393,147,8,1,1,1,93,17.5
2015,68764,21,814,55,5,2,1,1,58,2.9
2013,64000,22,1199,73,5,1,1,1,124,2.9
2016,21558,24,1248,88,5,1,1,1,177,8.9
2013,37500,18,1995,184,5,1,2,1,1,16.75
2016,14077,21,814,55,5,2,1,1,58,3.95
2009,70000,17,1497,118,5,2,1,1,42,2.1
2011,54316,12,2354,177,5,2,1,2,14,4.29
2009,90764,14,2498,112,8,1,1,1,195,3.85
2009,137000,13,1995,170,5,1,2,2,1,9.0
2013,127000,16,1497,116,5,2,1,2,42,4.5
2016,51884,16,2179,140,7,1,1,1,192,12.46
2014,67407,21,1396,88,5,1,1,1,201,4.65
2014,107825,13,2982,168,7,1,1,1,75,20.5
2006,82453,13,2523,63,8,1,1,1,27,2.9
2007,30441,15,1298,85,5,2,1,1,67,1.45
2016,11000,20,1496,113,5,1,2,1,48,29.5
2015,61000,15,1968,174,5,1,2,1,127,25.0
2013,48454,17,1197,80,5,2,1,2,201,3.5
2017,37000,14,2179,154,7,1,1,1,148,11.25
2017,32249,21,1498,98,7,1,1,1,22,10.79
2013,58000,19,1968,138,5,1,1,1,95,5.9
2017,28360,19,1197,81,5,2,1,1,193,5.12
2017,7000,20,1197,81,5,2,1,1,89,5.7
2016,19658,18,1995,190,5,1,2,1,2,35.84
2007,92000,13,1299,70,5,2,1,1,90,1.25
2013,25000,20,1197,78,5,2,1,1,200,2.65
2016,37882,22,1582,126,5,1,1,1,175,9.19
2014,69330,16,1995,181,5,1,2,1,1,23.5
2011,61000,12,1796,185,5,2,2,1,57,12.5
2010,35000,18,1199,79,5,2,1,2,25,1.5
2012,72450,15,2179,140,7,1,1,1,192,8.1
2017,36381,28,1248,88,5,1,1,1,41,9.75
2017,25559,19,2143,201,5,1,2,1,112,37.93
2005,100000,16,1497,78,5,2,2,3,42,1.96
2015,94000,11,2982,169,7,1,2,1,75,20.5
2011,64357,24,998,67,5,2,1,1,15,2.75
2017,10501,9,1999,237,5,2,2,1,190,75.0
2009,47000,21,1396,90,5,1,1,1,201,2.8
2017,18000,16,1497,117,7,2,2,1,23,9.25
2007,89000,13,1794,125,5,2,1,1,49,3.0
2014,49964,17,1968,174,5,1,2,1,10,23.89
2014,35000,12,2494,100,7,1,1,1,93,12.75
2014,64000,24,1120,70,5,1,1,1,86,4.15
2013,36000,14,1598,105,5,2,2,1,172,4.65
2012,78600,12,2494,102,7,1,1,1,93,8.9
2008,170000,16,1493,110,5,1,1,2,175,1.5
2015,65000,23,1248,73,5,1,1,2,137,3.27
2008,120300,12,2967,241,7,1,2,2,129,18.0
2016,21000,18,1197,81,5,2,1,1,201,6.3
2017,18108,24,1248,88,5,1,1,1,177,11.31
2014,58407,17,1497,117,5,2,1,1,42,6.16
2014,49500,20,1373,91,5,2,1,1,41,6.0
2013,37199,17,1498,99,5,2,2,1,158,5.43
2012,62000,22,1199,73,5,1,1,1,124,4.65
2015,59000,20,1248,88,7,1,1,1,66,7.5
2015,60000,26,1248,74,5,1,1,1,160,6.25
2007,39037,14,2143,170,5,1,2,1,112,9.25
2013,17003,19,1198,86,5,2,1,1,30,3.15
2008,80400,16,1086,66,5,2,1,1,200,2.3
2012,75200,22,1582,126,5,1,1,1,175,5.25
2017,41217,28,1248,88,5,1,1,1,41,7.4
2006,98293,13,1299,70,5,2,1,2,90,1.55
2017,54000,16,1199,74,5,2,1,2,124,6.0
2016,17377,18,1199,88,5,2,1,1,94,5.9
2013,33800,25,1498,98,5,1,1,2,16,4.7
2015,86157,22,1396,88,5,1,1,1,201,6.5
2012,146824,21,1248,73,5,1,1,1,137,3.55
2014,55000,16,1497,116,5,2,1,1,42,7.1
2010,53293,13,1798,160,5,2,1,1,159,6.0
2017,38000,24,1248,88,5,1,1,1,177,7.99
2009,64000,17,1197,80,5,2,1,2,201,4.1
2017,25058,24,998,67,5,2,2,1,15,3.95
2016,36700,21,814,55,5,2,1,1,58,4.38
2011,35000,20,1197,78,5,2,1,1,200,2.75
2016,22732,18,3498,306,2,2,2,1,146,55.54
2014,48000,18,1968,187,5,1,2,1,10,29.0
2013,62084,22,1498,98,5,1,1,1,59,6.6
2012,39273,14,1968,140,5,1,2,1,122,6.99
2017,64798,13,2393,147,7,1,1,1,93,18.75
2010,100002,20,1399,68,5,1,1,3,73,1.28
2006,78000,14,1399,92,5,2,1,3,19,1.2
2013,57717,18,1197,85,5,2,1,1,137,4.31
2011,109000,12,2179,147,5,1,2,1,138,16.5
2017,74515,18,1197,82,5,2,1,1,86,5.64
2017,50484,10,3198,197,7,1,2,1,64,31.12
2013,13452,12,1968,167,5,1,2,1,128,25.46
2017,37688,17,1591,121,5,2,1,1,175,7.88
2017,34000,13,2143,204,5,1,2,1,57,36.0
2014,120000,0,2987,165,5,1,2,1,104,30.0
2008,64000,17,1298,85,5,2,1,2,160,2.85
2011,100000,13,1343,90,5,2,1,1,42,3.5
2014,75000,20,1461,83,5,1,1,1,55,7.5
2012,86000,14,2143,170,5,1,2,1,112,19.0
2015,69000,15,2993,258,5,1,2,1,184,54.0
2015,41721,19,1197,82,5,2,1,1,193,4.7
2017,13000,22,1197,81,5,2,2,1,56,8.5
2013,38998,16,1995,181,4,1,2,1,1,17.0
2017,54250,22,796,47,5,2,1,1,15,3.51
2013,45979,17,1968,174,5,1,2,2,9,19.5
2012,37000,13,1598,181,4,2,2,2,48,17.0
2015,46983,12,2967,241,7,1,2,2,129,43.35
2012,40700,25,936,57,5,1,1,1,25,2.65
2015,43828,20,998,67,5,2,1,1,180,3.52
2016,53000,19,1461,108,5,1,1,1,165,6.25
2015,100000,18,1995,184,5,1,2,1,1,24.75
2015,19000,20,1197,83,5,2,1,1,160,5.25
2016,84000,17,1968,108,5,1,1,1,196,11.0
2018,37630,15,1499,110,5,2,2,1,59,9.1
2010,67714,18,1197,80,5,2,1,1,201,3.25
2017,32000,15,1248,88,5,1,1,1,139,8.5
2010,51000,16,1599,103,5,2,1,1,175,3.1
2015,58390,18,1995,184,5,1,2,1,1,19.86
2017,14000,24,1186,73,5,1,1,1,86,4.9
2014,55818,17,1497,117,5,2,1,2,42,5.7
2012,52241,25,1248,74,5,1,1,1,160,2.9
2018,25433,27,1248,74,5,1,1,1,24,7.83
2015,40611,14,2179,138,7,1,1,1,148,8.15
2008,72000,13,1495,94,5,2,1,2,13,2.0
2016,54631,25,1248,74,5,1,1,1,160,6.25
2016,24941,21,624,37,4,2,2,1,111,3.19
2017,63939,25,1248,88,7,1,1,1,66,7.75
2014,35214,23,998,67,5,2,2,2,40,3.2
2015,63000,25,1248,74,5,1,1,1,160,4.9
2012,121377,15,1598,103,5,2,1,1,172,3.8
2009,100970,15,1896,105,5,1,2,1,95,4.0
2014,60000,20,1496,113,5,1,2,2,48,23.5
2008,77650,17,1396,53,5,1,1,1,91,1.15
2015,18955,18,1497,117,5,2,2,1,42,10.65
2016,47877,16,2179,187,5,1,2,1,189,35.68
2017,43368,15,2143,204,5,1,2,1,57,31.94
2011,73000,18,1991,147,5,1,1,3,53,4.2
2015,72007,15,2179,140,7,1,1,1,192,9.9
2014,56778,11,1796,186,5,2,2,1,112,15.46
2018,20024,18,1199,88,5,2,1,1,94,8.46
2013,42103,16,1496,88,5,2,1,1,68,3.25
2012,67147,19,796,46,5,2,1,1,15,2.6
2016,37806,20,1197,81,5,2,1,1,160,5.2
2009,85000,19,998,66,5,2,1,3,7,1.8
2011,35000,25,624,37,4,2,1,1,111,1.6
2015,72035,25,1498,99,5,1,1,1,73,2.5
2011,48500,16,1368,90,5,2,1,1,101,2.5
2017,28854,18,1196,86,5,2,1,1,73,6.7
2005,92450,15,1590,94,5,2,1,1,24,1.2
2016,14351,18,1995,184,5,1,2,1,1,35.55
2017,51087,17,1998,163,5,1,1,1,53,7.75
2005,50000,12,2609,116,8,1,1,1,153,1.94
2016,73000,25,1396,69,5,1,1,1,91,2.2
2011,60000,18,1991,147,4,1,2,1,53,3.8
2016,50000,12,2494,102,8,1,1,1,93,15.65
2018,36797,19,2143,167,5,1,2,1,112,39.47
2011,50000,18,1197,85,5,2,1,2,137,1.5
2013,94000,12,2494,102,8,1,1,1,93,8.85
2013,74000,12,2982,168,7,1,1,2,75,17.9
2014,41016,16,1197,78,5,2,2,2,200,5.08
2012,67000,22,1582,126,5,1,1,1,175,6.25
2015,76927,15,1968,174,5,1,2,1,127,22.75
2010,17088,18,1199,79,5,2,1,1,25,1.46
2007,112808,17,1399,68,5,1,1,2,72,2.05
2014,74980,20,1399,68,5,1,1,1,73,4.08
2014,44600,23,998,67,5,2,2,1,40,4.55
2013,37000,20,2143,107,5,1,2,1,6,14.0
2016,21000,15,1591,121,5,2,1,1,51,10.9
2010,81245,18,998,67,5,2,1,1,180,2.45
2013,70000,10,2148,170,5,1,2,1,57,15.8
2017,4018,18,1499,110,5,2,1,1,59,8.25
2013,70000,13,1995,148,5,1,2,2,98,8.5
2016,56532,16,2179,140,7,1,1,1,192,15.54
2013,26875,16,796,34,8,2,1,1,116,2.35
2015,72599,22,998,67,5,2,1,1,180,4.32
2008,205000,13,2499,141,7,1,1,2,64,3.9
2011,98000,22,1582,126,5,1,1,2,175,5.2
2018,19500,18,1197,81,5,2,1,1,201,5.85
2013,68000,16,1373,93,7,2,1,2,66,6.25
2019,19654,14,2179,155,7,1,2,1,192,17.63
2017,26000,23,1248,88,5,1,1,1,147,9.75
2015,10000,18,3498,306,2,2,2,1,146,55.0
2011,75020,22,1199,73,5,1,1,1,124,4.1
2011,157000,12,2982,168,7,1,1,1,75,11.99
2017,43773,16,2179,140,7,1,1,1,192,13.54
2016,21000,17,2143,201,5,1,2,1,81,56.0
2016,23280,18,1199,88,5,2,1,1,94,6.5
2013,88000,23,1248,74,5,1,1,1,160,4.75
2014,67000,17,1591,121,5,2,1,1,175,5.6
2017,59636,10,3198,197,7,1,2,1,64,29.2
2018,11000,18,1197,81,5,2,1,1,201,6.35
2013,60669,16,1497,116,5,2,1,1,42,4.95
2018,12000,27,1498,98,5,1,1,1,16,8.5
2013,35000,17,1591,121,5,2,1,1,175,4.5
2015,65000,24,1498,98,7,1,1,1,108,5.5
2013,39929,20,1248,88,7,1,1,1,66,6.56
2014,49000,24,998,67,5,2,1,1,15,2.3
2004,77757,13,2446,75,10,1,1,2,130,3.5
2016,21456,20,1197,78,5,2,1,1,200,4.55
2009,74000,17,1896,105,5,1,2,2,100,7.75
2015,37000,18,1197,81,5,2,1,2,201,5.25
2013,108640,11,2993,235,5,1,2,1,2,23.29
2016,38000,22,1995,190,5,1,2,1,1,23.99
2010,80000,14,1399,92,5,2,1,1,19,1.79
2011,47000,14,2143,203,5,1,2,2,57,13.9
2013,31000,17,1968,174,5,1,2,1,10,18.95
2014,40000,20,998,67,5,2,1,1,180,2.49
2016,4152,25,799,53,5,2,1,1,97,3.15
2017,51000,21,1498,108,5,1,1,1,17,6.45
2013,55000,22,1199,73,5,1,1,1,124,4.25
2014,58500,22,796,47,5,2,1,1,15,2.75
2017,58620,18,1197,81,5,2,1,1,201,7.14
2012,71172,17,1197,80,5,2,1,3,201,3.5
2017,12000,22,1396,88,5,1,1,1,201,7.3
2014,25000,20,998,67,5,2,1,1,180,2.75
2017,43000,22,1396,88,5,1,1,2,201,8.2
2015,57022,17,1197,103,5,2,2,1,124,6.51
2015,92000,20,1399,68,5,1,1,1,73,4.25
2014,33372,18,1197,85,5,2,1,2,160,6.21
2016,52625,24,1120,70,5,1,1,1,86,4.58
2016,215000,14,2179,118,7,1,1,1,195,7.5
2012,65537,26,796,38,5,3,1,1,15,2.1
2014,60138,19,1086,68,5,2,1,1,200,4.09
2014,84000,19,1968,141,5,1,2,1,115,10.75
2014,47000,15,2993,258,7,1,2,1,184,41.5
2014,33450,23,998,67,5,2,2,1,40,4.4
2013,125000,20,1598,103,5,1,1,2,172,6.25
2011,99606,16,1995,181,5,1,2,2,1,10.5
2014,64000,20,1248,88,7,1,1,1,66,7.25
2013,51000,20,1399,68,5,1,1,1,73,3.2
2014,57000,16,1198,74,5,2,1,1,124,3.95
2009,48040,16,2967,241,5,1,2,2,10,12.07
2017,43200,13,2393,147,7,1,1,1,93,18.6
2013,66000,22,1582,126,5,1,2,1,175,5.7
2013,31000,17,1086,62,5,2,1,1,151,1.75
2011,46000,16,1968,147,5,1,2,2,9,10.99
2012,47346,16,1968,147,5,1,2,1,9,14.5
2009,100000,17,1896,105,5,1,1,1,100,3.11
2015,63856,13,1997,153,5,2,2,1,34,13.96
2015,72996,22,1582,126,5,1,1,1,175,7.11
2014,23000,24,1498,98,7,1,1,1,108,6.9
2018,15985,18,1197,81,5,2,1,1,201,7.77
2011,98000,12,2494,102,8,1,1,2,93,5.5
2014,70089,18,1197,81,5,2,1,1,201,5.35
2011,99000,13,2523,63,7,1,1,2,27,4.5
2014,72000,20,1498,103,5,1,1,1,172,4.75
2015,44194,16,2179,187,5,1,2,1,189,32.8
2005,102000,17,993,60,5,2,1,1,198,0.7
2018,56652,13,2987,258,5,1,2,1,57,50.29
2010,41650,11,2982,171,7,1,1,2,75,10.99
2015,61717,18,1197,82,5,2,2,1,86,5.57
2018,25302,25,1186,73,5,1,1,1,193,5.9
2016,47016,15,1591,121,5,2,1,1,51,9.43
2010,69000,20,1197,78,5,2,1,1,200,2.9
2016,32700,19,1198,86,5,2,1,1,30,3.68
2015,101337,12,2982,168,7,1,2,1,75,21.67
2011,59000,16,1968,140,5,1,2,1,9,12.5
2018,41736,11,2755,171,7,1,2,1,93,19.92
2014,71649,25,1498,98,5,1,1,1,42,6.75
2015,80606,25,1498,98,5,1,1,1,42,6.96
2017,63262,21,999,67,5,2,1,1,97,3.25
2018,5456,28,1248,74,5,1,1,1,160,8.65
2017,7500,23,998,67,5,2,2,1,40,5.0
2011,66000,15,2179,140,7,1,1,1,192,5.5
2010,66770,20,1197,78,5,2,1,2,200,2.6
2014,58472,19,1086,68,5,2,1,1,200,3.41
2011,46687,22,1197,81,5,2,1,1,56,2.7
2008,77000,9,1995,163,5,2,2,4,86,5.5
2012,7000,14,1984,226,4,2,2,1,161,35.0
2011,48000,14,1991,184,5,2,2,2,112,9.75
2013,47000,21,1461,84,5,1,1,1,158,4.25
2015,51530,18,998,67,5,2,1,1,180,3.2
2014,25789,23,1248,74,5,1,1,2,160,6.85
2015,48000,25,1498,98,5,1,1,1,16,4.5
2012,52000,28,1248,74,5,1,1,1,160,3.55
2010,95637,13,1495,93,5,3,1,2,13,1.9
2008,131000,10,2609,120,7,1,1,1,153,3.6
2015,42076,13,2143,201,5,1,2,1,57,21.8
2012,76000,13,2982,168,7,1,1,2,75,13.5
2016,20487,22,799,53,5,2,1,1,202,2.66
2010,43000,16,1497,116,5,2,1,2,42,3.75
2018,17000,19,2494,158,5,2,2,1,35,32.0
2016,60805,26,1498,98,5,1,1,1,42,8.07
2012,58775,19,1968,138,5,1,1,1,95,5.64
2013,70181,17,1968,174,5,1,2,1,10,23.99
2016,85827,20,1248,88,7,1,1,1,66,7.5
2016,58205,19,2143,167,5,1,2,1,112,27.0
2008,91000,19,1248,73,5,1,1,2,160,2.85
2012,74000,19,1461,108,5,1,1,1,55,6.35
2010,79324,21,1248,73,5,1,1,1,137,3.3
2013,38623,19,1197,85,5,2,1,1,160,5.0
2014,59923,22,1248,74,5,1,1,1,160,6.46
2017,23360,21,814,55,5,2,1,1,58,3.75
2003,61495,17,993,60,5,2,1,3,198,1.52
2012,56661,15,1196,73,7,2,1,1,61,3.61
2017,40318,14,1968,174,5,1,2,1,128,43.74
2014,60000,15,1968,174,5,1,2,1,127,20.0
2010,130000,19,1248,73,5,1,1,1,160,3.65
2013,20000,14,1978,83,10,1,1,1,157,5.25
2016,76000,15,2993,258,7,1,2,1,184,58.0
2015,30000,18,1497,117,5,2,2,1,42,8.65
2015,150000,25,1396,69,5,1,1,1,92,2.5
2014,28000,16,1197,103,5,2,2,1,172,7.75
2015,74000,23,998,67,5,2,1,1,40,4.15
2011,75000,11,2982,171,7,1,1,1,75,10.85
2010,76000,11,2360,170,5,2,2,2,119,5.53
2014,64889,15,1896,105,5,1,2,1,95,11.5
2015,43000,19,1582,126,5,1,1,1,51,9.25
2011,47490,17,1198,75,5,2,1,1,71,2.29
2015,80000,22,1498,98,5,1,1,1,59,7.0
2007,60000,18,1061,64,5,2,1,2,198,1.65
2017,6006,20,1373,91,5,2,1,1,41,8.25
2011,71703,14,1991,181,5,2,2,1,112,9.14
2016,33000,17,1198,86,5,2,1,1,16,6.5
2015,91000,19,1461,83,5,1,1,1,55,5.75
2012,72000,26,998,58,5,4,1,1,180,2.85
2011,43000,16,1198,73,5,2,1,2,124,2.1
2017,63770,19,1582,126,5,1,1,1,51,13.55
2012,43510,14,2993,270,5,1,2,1,189,20.5
2017,52000,16,1956,170,5,1,1,1,46,20.0
2018,31427,15,1999,177,5,1,2,1,138,59.72
2016,29000,27,1248,74,5,1,1,1,24,6.5
2016,56000,28,1248,88,5,1,1,1,41,7.5
2007,76000,15,1586,104,5,2,1,2,147,2.15
2015,53615,22,1582,126,5,1,1,1,62,8.44
2013,132000,13,2477,175,7,1,1,1,120,12.49
2017,14800,17,1198,73,5,2,1,1,17,5.48
2013,35433,18,1197,85,5,2,1,1,137,4.2
2013,82966,16,1493,110,5,1,1,1,175,7.2
2014,96000,23,1248,74,5,1,1,1,160,4.8
2017,39528,25,1198,77,6,1,1,1,96,5.83
2018,92056,13,2393,147,7,1,1,1,93,18.39
2016,14930,21,1197,83,5,2,1,1,24,5.85
2016,38000,27,1498,98,5,1,1,1,94,6.21
2013,71000,17,1197,80,5,2,1,1,201,3.65
2012,71000,23,1396,90,5,1,1,1,201,3.7
2015,50000,19,2143,167,5,1,2,1,112,30.0
2016,48163,19,1197,82,5,2,1,1,193,4.85
2017,19168,18,1197,82,5,2,2,1,86,6.93
2016,26000,22,796,47,5,2,1,1,15,2.6
2014,37400,18,1199,82,5,2,1,1,149,1.89
2018,8682,0,1950,194,5,1,2,1,31,39.5
2012,95000,13,1798,157,5,2,2,1,159,10.0
2009,34000,16,1968,147,5,1,2,1,9,9.95
2014,95000,12,2494,102,8,1,1,2,93,9.45
2017,13689,17,2143,136,5,1,2,1,32,28.25
2008,84000,19,1086,68,5,2,1,2,200,1.8
2008,47000,17,1298,85,5,2,1,2,160,1.4
2015,60001,21,1498,103,5,1,2,1,134,7.25
2012,96000,21,1248,73,5,1,1,1,137,3.6
2004,47300,14,1599,94,5,2,1,2,13,1.2
2014,28246,17,1198,86,5,2,1,2,16,4.94
2007,65000,18,998,67,5,2,1,2,180,1.25
2013,68000,22,1199,73,5,1,1,2,124,4.8
2019,11209,12,2198,158,7,1,2,1,64,31.15
2011,41980,17,1197,80,5,2,1,2,201,3.3
2012,65000,25,936,57,5,1,1,1,25,2.4
2010,38000,14,1799,130,5,2,1,1,43,2.0
2014,51000,20,998,67,5,2,1,1,180,3.1
2014,33855,15,1598,103,5,2,1,1,134,5.09
2006,146000,15,1590,94,5,2,1,2,24,1.05
2015,47037,22,1498,98,5,1,1,2,59,7.0
2010,58000,13,1495,94,5,2,1,2,13,2.5
2012,61240,22,1995,190,5,1,2,1,2,17.5
2011,91211,20,998,67,5,2,1,1,15,2.1
2013,84000,15,1968,174,5,1,2,1,127,17.75
2008,64226,17,1061,57,5,4,1,1,180,1.45
2005,67000,11,1794,125,5,2,2,2,49,2.45
2011,106976,13,2400,215,5,1,2,1,186,13.8
2016,27210,27,1498,98,5,1,1,1,94,5.85
2017,26322,28,1248,88,5,1,1,1,41,8.9
2016,9107,20,1197,81,5,2,1,1,160,5.15
2015,63983,19,2143,170,5,1,2,1,112,16.56
2010,134000,18,1061,67,5,2,1,2,180,1.65
2015,11000,15,1595,120,5,2,2,1,6,16.0
2008,93000,0,1086,62,5,2,1,1,151,1.45
2017,24852,26,1248,74,5,1,2,1,160,8.08
2014,37632,18,1197,82,5,2,2,1,86,4.5
2013,55000,16,1498,97,5,2,1,2,158,4.3
2010,81448,19,998,66,5,2,1,1,7,2.6
2018,1900,25,799,53,5,2,1,1,97,4.45
2012,54957,17,1591,121,5,2,2,1,175,5.37
2008,55000,18,1061,67,5,2,1,2,180,1.75
2013,21983,18,1995,184,5,1,2,1,1,16.5
2013,76000,18,1995,177,5,1,2,1,2,19.0
2016,65000,25,1396,69,5,1,1,1,92,2.8
2015,26000,22,1396,88,5,1,1,1,201,6.2
2019,11571,16,796,34,8,2,1,1,116,3.8
2014,81000,25,1248,74,5,1,1,1,160,6.1
2019,23154,23,1498,98,5,1,1,1,60,11.65
2014,26856,16,1198,86,5,2,2,1,30,4.15
2017,67489,13,2393,147,7,1,1,1,93,16.5
2008,176000,10,2179,120,8,1,1,2,153,4.3
2010,18000,18,1197,80,5,2,1,1,201,2.25
2014,63003,22,1582,126,5,1,1,1,175,6.75
2014,80000,15,2179,140,7,1,1,1,192,9.4
2014,56658,20,1498,108,5,1,1,1,172,5.39
2019,18592,26,1248,74,5,1,1,1,160,8.51
2010,75695,13,1368,88,5,2,1,1,106,1.85
2012,82000,22,1248,74,5,1,1,2,160,2.5
2013,60000,22,1199,73,5,1,1,1,124,4.75
2009,138000,17,1497,118,5,2,1,2,42,3.5
2014,67000,23,1396,90,5,1,1,1,201,5.5
2012,42750,17,1497,118,5,2,1,1,42,6.33
2014,52398,25,936,57,5,1,1,1,25,2.47
2014,36657,16,995,62,5,2,1,1,155,3.3
2011,77000,11,2179,138,7,1,1,2,112,3.5
2014,85000,11,2987,254,7,1,2,1,78,38.75
2008,112500,11,2993,235,5,1,2,1,2,7.99
2013,105072,14,2755,174,7,1,1,1,75,13.28
2012,80000,11,1995,150,5,2,2,1,182,9.5
2019,3102,20,1461,108,5,1,1,1,37,14.01
2016,14656,24,1120,71,5,1,1,1,193,6.99
2010,105000,13,1995,170,5,1,2,2,1,11.0
2008,61000,10,2497,215,5,2,2,2,2,11.0
2010,85046,18,1198,75,5,2,1,2,107,2.3
2014,48000,16,2179,187,5,1,2,1,189,26.5
2011,55000,10,4367,308,7,1,2,1,138,67.0
2017,4000,16,1368,160,5,2,2,1,46,17.75
2010,94000,10,2354,152,5,2,2,2,34,4.8
2013,61110,18,1197,85,5,2,1,1,160,4.57
2016,80000,24,1120,71,5,1,1,1,193,3.5
2015,43190,19,1461,108,5,1,1,1,165,7.61
2015,45000,18,1968,187,5,1,2,1,9,25.0
2016,44178,18,1197,82,5,2,1,1,86,5.88
2015,84415,12,2494,100,8,1,1,1,93,13.5
2015,35000,18,1197,80,5,2,1,1,201,4.6
2013,44000,22,1498,98,5,1,1,1,59,4.9
2012,67635,17,1497,118,5,2,1,1,42,5.25
2018,18385,14,1497,121,5,2,2,1,59,12.41
2014,35000,22,1199,73,5,1,1,1,124,3.8
2010,49000,19,2143,170,5,1,2,1,112,8.95
2013,69000,22,1498,89,5,1,1,1,60,7.2
2017,23228,14,1396,65,5,2,1,1,92,4.5
2014,68462,26,1248,74,5,1,1,1,160,4.15
2016,74611,25,1248,88,5,1,1,1,141,7.94
2014,90000,19,1461,108,5,1,1,1,55,7.25
2016,22000,18,998,67,5,2,1,1,180,3.7
2010,58163,0,1086,62,5,2,1,1,151,2.45
2011,109500,25,936,57,5,1,1,3,25,1.5
2017,13363,16,1997,140,7,1,1,1,192,12.0
2012,51000,19,1086,68,5,2,1,2,200,2.2
2007,103000,13,2179,138,7,1,1,1,112,3.6
