,Year,Kilometers_Driven,Mileage,Engine,Power,Seats,Price,en_Fuel,en_Transmission,en_Owner,en_Name
466,2013,47000,21,1248,88,5,2.95,1,1,1,Manza
467,2011,48466,17,1497,118,5,3.26,2,1,1,City
468,2008,46000,17,1086,62,5,2.22,2,1,2,Santro
469,2012,162663,12,2494,100,7,10.5,1,1,1,Innova
470,2017,25142,28,1248,88,5,8.26,1,1,1,Ciaz
471,2013,69000,12,2982,169,7,14.45,1,1,1,Fortuner
473,2018,26405,12,1950,191,5,51.43,2,2,1,E-Class
474,2014,45000,15,2148,170,5,23.0,1,1,1,New
475,2012,64284,17,1968,108,5,5.5,1,1,1,Yeti
476,2015,27000,18,1197,82,5,4.5,2,1,1,Grand
477,2018,3678,18,1196,86,5,6.8,2,1,1,Figo
478,2013,21000,16,1395,138,5,8.75,2,1,1,Octavia
479,2015,67000,19,1461,83,5,7.0,1,1,2,Duster
480,2015,24000,15,1999,177,5,33.5,1,2,2,Rover
481,2011,75000,20,1399,68,5,2.25,1,1,2,Figo
482,2008,179000,12,2953,156,7,4.24,1,2,2,Endeavour
483,2017,47198,12,2982,168,7,28.42,1,1,1,Fortuner
484,2012,52000,22,1199,73,5,2.75,1,1,1,Polo
485,2011,91000,23,1248,73,5,3.0,1,1,1,Ritz
486,2013,60000,23,1461,63,5,3.55,1,1,1,Micra
487,2013,37873,22,1582,126,5,4.8,1,1,1,Verna
488,2011,31000,10,2497,150,5,13.5,2,2,1,5
489,2017,129000,11,2987,258,7,56.0,1,2,1,GLS
490,2004,78000,12,2354,187,5,3.99,2,2,1,CR-V
491,2016,32000,17,1582,126,5,15.5,1,2,1,Creta
492,2010,59000,19,1086,68,5,2.32,2,1,2,i10
493,2016,35437,20,2143,136,5,18.58,1,2,1,A
494,2014,98000,16,1373,93,7,5.5,2,1,1,Ertiga
495,2006,72000,18,1896,66,5,3.2,1,1,2,Octavia
496,2015,79000,18,1198,86,5,4.0,2,1,1,Amaze
497,2004,29000,17,993,60,5,1.6,2,1,1,Zen
498,2013,66012,15,1586,103,5,4.15,2,1,1,SX4
499,2014,35000,16,1198,86,5,4.25,2,2,1,Brio
500,2011,75000,18,998,67,5,2.6,2,1,1,WagonR
501,2008,80000,12,2362,164,5,3.43,2,2,2,Camry
502,2012,32717,18,1199,79,5,2.55,2,1,1,Beat
503,2017,25000,12,2982,168,7,32.0,1,2,1,Fortuner
504,2014,79000,22,1498,89,5,6.25,1,1,1,Ecosport
505,2010,86000,17,1248,75,5,3.6,1,1,2,Swift
506,2010,137000,13,2987,282,5,18.5,1,2,1,S
507,2015,25000,17,1497,117,7,4.25,2,1,2,Mobilio
508,2017,8500,18,1197,82,5,4.8,2,1,2,Grand
509,2015,34000,16,2179,140,7,13.0,1,2,1,XUV500
510,2012,41629,14,1598,105,5,2.25,2,1,2,Fabia
511,2009,80227,17,1086,62,5,2.3,2,1,1,Santro
512,2019,8587,15,1591,121,5,13.56,2,1,1,Creta
513,2017,30000,15,1997,120,7,12.25,1,1,1,Scorpio
514,2013,64186,20,1598,103,5,3.76,1,1,1,Rapid
515,2015,76427,19,1461,108,5,8.58,1,1,1,Duster
516,2011,75000,11,2993,245,5,27.5,1,2,1,X5
517,2013,27075,17,1496,88,5,4.95,2,1,1,Etios
518,2012,30000,22,998,67,5,3.3,2,1,1,WagonR
519,2016,69434,15,1591,121,5,8.0,2,1,1,Creta
520,2014,56000,23,998,67,5,2.79,2,1,1,Celerio
521,2017,49275,12,2179,187,5,45.64,1,2,1,Rover
522,2014,8700,18,1199,76,5,2.55,2,1,1,Beat
523,2014,18000,25,624,37,4,1.0,2,1,2,Nano
524,2017,41041,17,1968,174,5,37.56,1,2,1,A6
525,2009,80464,11,2987,198,5,9.29,1,2,2,E-Class
526,2019,20667,22,1197,81,5,6.37,2,1,1,Swift
527,2013,60283,14,1368,112,5,2.98,2,1,1,Linea
528,2017,31696,20,1197,81,5,5.75,2,1,1,Swift
529,2010,100000,11,2982,171,7,13.0,1,1,1,Fortuner
530,2014,13361,16,1373,93,7,6.8,2,1,1,Ertiga
531,2010,48394,12,1995,154,5,10.49,2,2,1,3
532,2014,47399,16,1373,93,7,5.6,2,1,1,Ertiga
533,2010,69000,16,1497,118,5,2.85,2,2,2,City
534,2013,65278,14,2199,194,7,8.36,1,1,1,Santa
535,2005,108000,17,1405,70,5,1.0,1,1,1,Indigo
536,2010,50645,10,2497,204,5,10.75,2,2,2,E-Class
537,2011,130002,19,1248,73,5,3.85,1,1,1,Swift
538,2012,107000,17,1399,67,5,3.0,1,1,1,Fiesta
539,2015,41950,18,1497,117,5,9.6,2,2,1,City
540,2012,109000,13,2982,168,7,13.25,1,1,1,Fortuner
541,2016,9000,18,1198,86,5,5.75,2,1,1,Amaze
542,2014,43900,22,1396,88,5,6.75,1,1,1,i20
543,2013,64000,18,1248,73,7,4.85,1,1,2,Enjoy
544,2019,13190,0,1950,181,5,38.99,2,2,1,New
545,2009,77652,12,1586,103,5,2.85,2,2,1,SX4
546,2012,55000,12,2494,100,7,9.51,1,1,1,Innova
547,2012,59900,18,1995,177,5,18.5,1,2,2,5
548,2015,73539,19,1461,108,5,6.75,1,1,1,Duster
549,2017,31645,20,1995,190,5,29.4,1,2,1,X1
550,2009,69690,17,1497,78,5,3.29,2,1,1,City
551,2016,41000,28,1248,88,5,9.5,1,1,1,Ciaz
552,2010,109200,17,1298,85,5,2.2,2,1,2,Swift
553,2012,80000,15,2179,140,7,6.5,1,1,1,XUV500
554,2007,51000,13,1799,130,5,4.9,2,1,1,Civic
555,2013,105000,25,1248,88,7,6.75,1,1,2,Ertiga
556,2013,179000,23,1364,67,5,3.8,1,1,1,Etios
557,2013,12100,9,1984,207,2,29.5,2,2,1,TT
558,2017,31000,21,1498,108,5,10.5,1,1,1,Rapid
559,2015,50000,20,1498,88,5,6.2,1,1,1,Polo
560,2009,48000,17,1896,105,5,5.0,1,2,1,Laura
561,2007,35000,19,1461,65,5,2.3,1,1,1,Renault
562,2016,100200,11,2755,171,7,17.0,1,2,1,Innova
563,2014,47000,18,1995,184,5,25.5,1,2,1,3
564,2015,63642,27,1498,98,5,5.65,1,1,1,Jazz
565,2015,62550,25,1498,98,5,5.6,1,1,1,Amaze
566,2015,37340,16,2179,187,5,29.98,1,2,1,XF
567,2016,38461,26,1248,74,5,7.39,1,1,1,Swift
568,2018,29000,17,1956,170,5,19.0,1,1,1,Compass
569,2010,31000,12,1794,132,5,5.0,2,1,1,Corolla
570,2011,42086,17,1497,118,5,3.35,2,1,1,City
571,2013,49000,18,1197,85,5,4.45,2,1,1,Swift
572,2019,77240,22,1582,126,5,8.31,1,2,1,Verna
573,2012,105000,15,2523,62,7,6.0,1,1,2,Bolero
574,2014,35000,22,1248,74,5,5.25,1,1,1,Swift
576,2012,202082,17,1968,174,5,12.3,1,2,1,A6
577,2004,129000,13,1299,70,5,1.5,2,1,3,Ikon
578,2018,33558,20,1498,88,5,8.12,1,1,1,Polo
579,2012,60271,13,2523,63,7,6.12,1,1,1,Bolero
580,2017,45366,25,1498,98,5,10.88,1,1,1,City
581,2014,9500,18,1199,82,5,3.5,2,1,1,Sail
582,2016,42362,18,1197,81,5,6.15,2,1,1,i20
583,2016,21000,17,1995,184,5,33.0,1,2,1,X1
584,2012,15200,15,1995,177,5,13.5,1,2,1,X1
585,2015,43690,12,2982,168,7,17.11,1,2,1,Fortuner
586,2014,79926,11,4134,335,7,29.77,1,2,1,Q7
587,2013,53073,20,1248,88,7,5.95,1,1,1,Ertiga
588,2015,59000,18,1197,80,5,5.75,2,1,1,i20
589,2006,47088,10,3498,364,5,19.0,2,2,2,S
590,2014,55000,20,1461,83,5,4.75,1,1,1,Duster
591,2013,80430,17,1493,100,7,3.3,1,1,2,Quanto
592,2013,71932,12,2982,168,7,16.5,1,2,1,Fortuner
593,2014,19000,15,2993,258,7,44.0,1,2,1,X5
594,2011,81759,19,1248,73,5,4.39,1,1,1,Swift
595,2018,52010,25,1248,74,5,6.2,1,1,1,Swift
596,2016,58953,13,1984,177,5,24.22,2,2,1,A6
597,2008,93000,10,2835,107,6,5.45,1,1,3,Pajero
598,2016,10000,16,2179,187,5,44.0,1,2,1,XF
599,2019,40674,11,2755,171,7,24.82,1,2,1,Innova
600,2015,50000,19,1968,141,5,11.69,1,2,1,Octavia
601,2018,1331,14,1798,138,5,20.0,2,2,1,Corolla
602,2010,60000,19,796,35,8,1.45,2,1,1,Omni
603,2018,10003,17,2143,170,5,48.5,1,2,1,GLC
604,2016,25000,21,1498,108,5,9.45,1,2,1,Vento
605,2015,73000,16,2179,140,7,12.5,1,1,1,XUV500
606,2014,59962,20,1461,83,5,6.9,1,1,1,Terrano
607,2012,72000,22,1582,126,5,5.8,1,1,2,Verna
608,2016,20967,14,2993,258,5,44.56,1,2,1,5
609,2015,35000,15,2179,120,7,8.5,1,1,2,Scorpio
610,2017,38056,23,1582,126,5,10.7,1,1,1,Verna
611,2009,94000,12,2967,241,7,12.0,1,2,2,Q7
612,2010,64236,14,1150,76,5,2.44,2,1,1,Aveo
613,2000,124000,13,2523,63,7,1.95,1,1,1,Bolero
614,2014,7400,19,1197,82,5,4.35,2,1,1,Xcent
615,2017,52000,13,2393,147,8,17.5,1,1,1,Innova
616,2015,68764,21,814,55,5,2.9,2,1,1,EON
617,2013,64000,22,1199,73,5,2.9,1,1,1,Polo
618,2016,21558,24,1248,88,5,8.9,1,1,1,Vitara
619,2013,37500,18,1995,184,5,16.75,1,2,1,3
620,2016,14077,21,814,55,5,3.95,2,1,1,EON
621,2009,70000,17,1497,118,5,2.1,2,1,1,City
622,2011,54316,12,2354,177,5,4.29,2,1,2,Accord
623,2009,90764,14,2498,112,8,3.85,1,1,1,Xylo
624,2009,137000,13,1995,170,5,9.0,1,2,2,3
625,2013,127000,16,1497,116,5,4.5,2,1,2,City
626,2016,51884,16,2179,140,7,12.46,1,1,1,XUV500
627,2014,67407,21,1396,88,5,4.65,1,1,1,i20
628,2014,107825,13,2982,168,7,20.5,1,1,1,Fortuner
629,2006,82453,13,2523,63,8,2.9,1,1,1,Bolero
630,2007,30441,15,1298,85,5,1.45,2,1,1,Esteem
632,2016,11000,20,1496,113,5,29.5,1,2,1,Cooper
633,2015,61000,15,1968,174,5,25.0,1,2,1,Q3
634,2013,48454,17,1197,80,5,3.5,2,1,2,i20
635,2017,37000,14,2179,154,7,11.25,1,1,1,Safari
636,2017,32249,21,1498,98,7,10.79,1,1,1,BR-V
637,2013,58000,19,1968,138,5,5.9,1,1,1,Jetta
638,2017,28360,19,1197,81,5,5.12,2,1,1,Xcent
639,2017,7000,20,1197,81,5,5.7,2,1,1,Ignis
640,2016,19658,18,1995,190,5,35.84,1,2,1,5
641,2007,92000,13,1299,70,5,1.25,2,1,1,Ikon
642,2013,25000,20,1197,78,5,2.65,2,1,1,i10
643,2016,37882,22,1582,126,5,9.19,1,1,1,Verna
644,2014,69330,16,1995,181,5,23.5,1,2,1,3
645,2011,61000,12,1796,185,5,12.5,2,2,1,E-Class
646,2010,35000,18,1199,79,5,1.5,2,1,2,Beat
649,2012,72450,15,2179,140,7,8.1,1,1,1,XUV500
650,2017,36381,28,1248,88,5,9.75,1,1,1,Ciaz
651,2017,25559,19,2143,201,5,37.93,1,2,1,New
652,2005,100000,16,1497,78,5,1.96,2,2,3,City
653,2015,94000,11,2982,169,7,20.5,1,2,1,Fortuner
654,2011,64357,24,998,67,5,2.75,2,1,1,Alto
655,2017,10501,9,1999,237,5,75.0,2,2,1,XJ
656,2009,47000,21,1396,90,5,2.8,1,1,1,i20
657,2017,18000,16,1497,117,7,9.25,2,2,1,BRV
658,2007,89000,13,1794,125,5,3.0,2,1,1,Corolla
659,2014,49964,17,1968,174,5,23.89,1,2,1,A6
660,2014,35000,12,2494,100,7,12.75,1,1,1,Innova
661,2014,64000,24,1120,70,5,4.15,1,1,1,Grand
662,2013,36000,14,1598,105,5,4.65,2,2,1,Vento
663,2012,78600,12,2494,102,7,8.9,1,1,1,Innova
664,2008,170000,16,1493,110,5,1.5,1,1,2,Verna
665,2015,65000,23,1248,73,5,3.27,1,1,2,Ritz
666,2008,120300,12,2967,241,7,18.0,1,2,2,Q7
667,2016,21000,18,1197,81,5,6.3,2,1,1,i20
668,2017,18108,24,1248,88,5,11.31,1,1,1,Vitara
669,2014,58407,17,1497,117,5,6.16,2,1,1,City
670,2014,49500,20,1373,91,5,6.0,2,1,1,Ciaz
671,2013,37199,17,1498,99,5,5.43,2,2,1,Sunny
672,2012,62000,22,1199,73,5,4.65,1,1,1,Polo
673,2015,59000,20,1248,88,7,7.5,1,1,1,Ertiga
674,2015,60000,26,1248,74,5,6.25,1,1,1,Swift
675,2007,39037,14,2143,170,5,9.25,1,2,1,New
676,2013,17003,19,1198,86,5,3.15,2,1,1,Brio
677,2008,80400,16,1086,66,5,2.3,2,1,1,i10
678,2012,75200,22,1582,126,5,5.25,1,1,1,Verna
679,2017,41217,28,1248,88,5,7.4,1,1,1,Ciaz
680,2006,98293,13,1299,70,5,1.55,2,1,2,Ikon
681,2017,54000,16,1199,74,5,6.0,2,1,2,Polo
682,2016,17377,18,1199,88,5,5.9,2,1,1,Jazz
683,2013,33800,25,1498,98,5,4.7,1,1,2,Amaze
684,2015,86157,22,1396,88,5,6.5,1,1,1,i20
685,2012,146824,21,1248,73,5,3.55,1,1,1,Ritz
686,2014,55000,16,1497,116,5,7.1,2,1,1,City
687,2010,53293,13,1798,160,5,6.0,2,1,1,Superb
688,2017,38000,24,1248,88,5,7.99,1,1,1,Vitara
689,2009,64000,17,1197,80,5,4.1,2,1,2,i20
690,2017,25058,24,998,67,5,3.95,2,2,1,Alto
691,2016,36700,21,814,55,5,4.38,2,1,1,EON
692,2011,35000,20,1197,78,5,2.75,2,1,1,i10
693,2016,22732,18,3498,306,2,55.54,2,2,1,SLK-Class
694,2014,48000,18,1968,187,5,29.0,1,2,1,A6
695,2013,62084,22,1498,98,5,6.6,1,1,1,EcoSport
696,2012,39273,14,1968,140,5,6.99,1,2,1,Passat
697,2017,64798,13,2393,147,7,18.75,1,1,1,Innova
698,2010,100002,20,1399,68,5,1.28,1,1,3,Figo
699,2006,78000,14,1399,92,5,1.2,2,1,3,Aveo
700,2013,57717,18,1197,85,5,4.31,2,1,1,Ritz
701,2011,109000,12,2179,147,5,16.5,1,2,1,Rover
702,2017,74515,18,1197,82,5,5.64,2,1,1,Grand
703,2017,50484,10,3198,197,7,31.12,1,2,1,Endeavour
704,2013,13452,12,1968,167,5,25.46,1,2,1,Q5
705,2017,37688,17,1591,121,5,7.88,2,1,1,Verna
706,2017,34000,13,2143,204,5,36.0,1,2,1,E-Class
707,2014,120000,0,2987,165,5,30.0,1,2,1,M-Class
708,2008,64000,17,1298,85,5,2.85,2,1,2,Swift
709,2011,100000,13,1343,90,5,3.5,2,1,1,City
710,2014,75000,20,1461,83,5,7.5,1,1,1,Duster
711,2012,86000,14,2143,170,5,19.0,1,2,1,New
712,2015,69000,15,2993,258,5,54.0,1,2,1,X5
713,2015,41721,19,1197,82,5,4.7,2,1,1,Xcent
714,2017,13000,22,1197,81,5,8.5,2,2,1,Dzire
715,2013,38998,16,1995,181,4,17.0,1,2,1,3
716,2017,54250,22,796,47,5,3.51,2,1,1,Alto
717,2013,45979,17,1968,174,5,19.5,1,2,2,A4
718,2012,37000,13,1598,181,4,17.0,2,2,2,Cooper
719,2015,46983,12,2967,241,7,43.35,1,2,2,Q7
720,2012,40700,25,936,57,5,2.65,1,1,1,Beat
721,2015,43828,20,998,67,5,3.52,2,1,1,WagonR
722,2016,53000,19,1461,108,5,6.25,1,1,1,Terrano
723,2015,100000,18,1995,184,5,24.75,1,2,1,3
724,2015,19000,20,1197,83,5,5.25,2,1,1,Swift
725,2016,84000,17,1968,108,5,11.0,1,1,1,Yeti
726,2018,37630,15,1499,110,5,9.1,2,2,1,EcoSport
727,2010,67714,18,1197,80,5,3.25,2,1,1,i20
728,2017,32000,15,1248,88,5,8.5,1,1,1,S
729,2010,51000,16,1599,103,5,3.1,2,1,1,Verna
730,2015,58390,18,1995,184,5,19.86,1,2,1,3
731,2017,14000,24,1186,73,5,4.9,1,1,1,Grand
732,2014,55818,17,1497,117,5,5.7,2,1,2,City
734,2012,52241,25,1248,74,5,2.9,1,1,1,Swift
735,2018,25433,27,1248,74,5,7.83,1,1,1,Baleno
736,2015,40611,14,2179,138,7,8.15,1,1,1,Safari
737,2008,72000,13,1495,94,5,2.0,2,1,2,Accent
738,2016,54631,25,1248,74,5,6.25,1,1,1,Swift
740,2016,24941,21,624,37,4,3.19,2,2,1,Nano
741,2017,63939,25,1248,88,7,7.75,1,1,1,Ertiga
742,2014,35214,23,998,67,5,3.2,2,2,2,Celerio
743,2015,63000,25,1248,74,5,4.9,1,1,1,Swift
744,2012,121377,15,1598,103,5,3.8,2,1,1,Vento
745,2009,100970,15,1896,105,5,4.0,1,2,1,Jetta
746,2014,60000,20,1496,113,5,23.5,1,2,2,Cooper
747,2008,77650,17,1396,53,5,1.15,1,1,1,Indica
750,2015,18955,18,1497,117,5,10.65,2,2,1,City
751,2016,47877,16,2179,187,5,35.68,1,2,1,XF
752,2017,43368,15,2143,204,5,31.94,1,2,1,E-Class
753,2011,73000,18,1991,147,5,4.2,1,1,3,Cruze
754,2015,72007,15,2179,140,7,9.9,1,1,1,XUV500
755,2014,56778,11,1796,186,5,15.46,2,2,1,New
756,2018,20024,18,1199,88,5,8.46,2,1,1,Jazz
757,2013,42103,16,1496,88,5,3.25,2,1,1,Etios
758,2012,67147,19,796,46,5,2.6,2,1,1,Alto
759,2016,37806,20,1197,81,5,5.2,2,1,1,Swift
760,2009,85000,19,998,66,5,1.8,2,1,3,A-Star
761,2011,35000,25,624,37,4,1.6,2,1,1,Nano
762,2015,72035,25,1498,99,5,2.5,1,1,1,Figo
763,2011,48500,16,1368,90,5,2.5,2,1,1,Linea
764,2017,28854,18,1196,86,5,6.7,2,1,1,Figo
765,2005,92450,15,1590,94,5,1.2,2,1,1,Baleno
766,2016,14351,18,1995,184,5,35.55,1,2,1,3
767,2017,51087,17,1998,163,5,7.75,1,1,1,Cruze
768,2005,50000,12,2609,116,8,1.94,1,1,1,Scorpio
769,2016,73000,25,1396,69,5,2.2,1,1,1,Indica
770,2011,60000,18,1991,147,4,3.8,1,2,1,Cruze
771,2016,50000,12,2494,102,8,15.65,1,1,1,Innova
772,2018,36797,19,2143,167,5,39.47,1,2,1,New
773,2011,50000,18,1197,85,5,1.5,2,1,2,Ritz
774,2013,94000,12,2494,102,8,8.85,1,1,1,Innova
775,2013,74000,12,2982,168,7,17.9,1,1,2,Fortuner
776,2014,41016,16,1197,78,5,5.08,2,2,2,i10
777,2012,67000,22,1582,126,5,6.25,1,1,1,Verna
778,2015,76927,15,1968,174,5,22.75,1,2,1,Q3
779,2010,17088,18,1199,79,5,1.46,2,1,1,Beat
780,2007,112808,17,1399,68,5,2.05,1,1,2,Fiesta
781,2014,74980,20,1399,68,5,4.08,1,1,1,Figo
782,2014,44600,23,998,67,5,4.55,2,2,1,Celerio
783,2013,37000,20,2143,107,5,14.0,1,2,1,A
784,2016,21000,15,1591,121,5,10.9,2,1,1,Creta
785,2010,81245,18,998,67,5,2.45,2,1,1,WagonR
786,2013,70000,10,2148,170,5,15.8,1,2,1,E-Class
787,2017,4018,18,1499,110,5,8.25,2,1,1,EcoSport
788,2013,70000,13,1995,148,5,8.5,1,2,2,Koleos
789,2016,56532,16,2179,140,7,15.54,1,1,1,XUV500
790,2013,26875,16,796,34,8,2.35,2,1,1,Omni
791,2015,72599,22,998,67,5,4.32,2,1,1,WagonR
792,2008,205000,13,2499,141,7,3.9,1,1,2,Endeavour
793,2011,98000,22,1582,126,5,5.2,1,1,2,Verna
794,2018,19500,18,1197,81,5,5.85,2,1,1,i20
795,2013,68000,16,1373,93,7,6.25,2,1,2,Ertiga
796,2019,19654,14,2179,155,7,17.63,1,2,1,XUV500
797,2017,26000,23,1248,88,5,9.75,1,1,1,SX4
798,2015,10000,18,3498,306,2,55.0,2,2,1,SLK-Class
799,2011,75020,22,1199,73,5,4.1,1,1,1,Polo
800,2011,157000,12,2982,168,7,11.99,1,1,1,Fortuner
801,2017,43773,16,2179,140,7,13.54,1,1,1,XUV500
802,2016,21000,17,2143,201,5,56.0,1,2,1,GLE
803,2016,23280,18,1199,88,5,6.5,2,1,1,Jazz
804,2013,88000,23,1248,74,5,4.75,1,1,1,Swift
805,2014,67000,17,1591,121,5,5.6,2,1,1,Verna
806,2017,59636,10,3198,197,7,29.2,1,2,1,Endeavour
807,2018,11000,18,1197,81,5,6.35,2,1,1,i20
808,2013,60669,16,1497,116,5,4.95,2,1,1,City
809,2018,12000,27,1498,98,5,8.5,1,1,1,Amaze
810,2013,35000,17,1591,121,5,4.5,2,1,1,Verna
811,2015,65000,24,1498,98,7,5.5,1,1,1,Mobilio
812,2013,39929,20,1248,88,7,6.56,1,1,1,Ertiga
813,2014,49000,24,998,67,5,2.3,2,1,1,Alto
814,2004,77757,13,2446,75,10,3.5,1,1,2,Qualis
815,2016,21456,20,1197,78,5,4.55,2,1,1,i10
816,2009,74000,17,1896,105,5,7.75,1,2,2,Laura
817,2015,37000,18,1197,81,5,5.25,2,1,2,i20
818,2013,108640,11,2993,235,5,23.29,1,2,1,5
819,2016,38000,22,1995,190,5,23.99,1,2,1,3
820,2010,80000,14,1399,92,5,1.79,2,1,1,Aveo
821,2011,47000,14,2143,203,5,13.9,1,2,2,E-Class
822,2013,31000,17,1968,174,5,18.95,1,2,1,A6
823,2014,40000,20,998,67,5,2.49,2,1,1,WagonR
824,2016,4152,25,799,53,5,3.15,2,1,1,KWID
825,2017,51000,21,1498,108,5,6.45,1,1,1,Ameo
826,2013,55000,22,1199,73,5,4.25,1,1,1,Polo
827,2014,58500,22,796,47,5,2.75,2,1,1,Alto
828,2017,58620,18,1197,81,5,7.14,2,1,1,i20
830,2012,71172,17,1197,80,5,3.5,2,1,3,i20
831,2017,12000,22,1396,88,5,7.3,1,1,1,i20
832,2014,25000,20,998,67,5,2.75,2,1,1,WagonR
833,2017,43000,22,1396,88,5,8.2,1,1,2,i20
834,2015,57022,17,1197,103,5,6.51,2,2,1,Polo
835,2015,92000,20,1399,68,5,4.25,1,1,1,Figo
836,2014,33372,18,1197,85,5,6.21,2,1,2,Swift
837,2016,52625,24,1120,70,5,4.58,1,1,1,Grand
838,2016,215000,14,2179,118,7,7.5,1,1,1,Xylo
839,2012,65537,26,796,38,5,2.1,3,1,1,Alto
840,2014,60138,19,1086,68,5,4.09,2,1,1,i10
841,2014,84000,19,1968,141,5,10.75,1,2,1,Octavia
842,2014,47000,15,2993,258,7,41.5,1,2,1,X5
843,2014,33450,23,998,67,5,4.4,2,2,1,Celerio
844,2013,125000,20,1598,103,5,6.25,1,1,2,Vento
845,2011,99606,16,1995,181,5,10.5,1,2,2,3
846,2014,64000,20,1248,88,7,7.25,1,1,1,Ertiga
847,2013,51000,20,1399,68,5,3.2,1,1,1,Figo
848,2014,57000,16,1198,74,5,3.95,2,1,1,Polo
849,2009,48040,16,2967,241,5,12.07,1,2,2,A6
850,2017,43200,13,2393,147,7,18.6,1,1,1,Innova
851,2013,66000,22,1582,126,5,5.7,1,2,1,Verna
852,2013,31000,17,1086,62,5,1.75,2,1,1,Santro
853,2011,46000,16,1968,147,5,10.99,1,2,2,A4
854,2012,47346,16,1968,147,5,14.5,1,2,1,A4
855,2009,100000,17,1896,105,5,3.11,1,1,1,Laura
856,2015,63856,13,1997,153,5,13.96,2,2,1,CR-V
857,2015,72996,22,1582,126,5,7.11,1,1,1,Verna
858,2014,23000,24,1498,98,7,6.9,1,1,1,Mobilio
859,2018,15985,18,1197,81,5,7.77,2,1,1,i20
860,2011,98000,12,2494,102,8,5.5,1,1,2,Innova
861,2014,70089,18,1197,81,5,5.35,2,1,1,i20
862,2011,99000,13,2523,63,7,4.5,1,1,2,Bolero
863,2014,72000,20,1498,103,5,4.75,1,1,1,Vento
864,2015,44194,16,2179,187,5,32.8,1,2,1,XF
865,2005,102000,17,993,60,5,0.7,2,1,1,Zen
866,2018,56652,13,2987,258,5,50.29,1,2,1,E-Class
867,2010,41650,11,2982,171,7,10.99,1,1,2,Fortuner
868,2015,61717,18,1197,82,5,5.57,2,2,1,Grand
869,2018,25302,25,1186,73,5,5.9,1,1,1,Xcent
870,2016,47016,15,1591,121,5,9.43,2,1,1,Creta
871,2010,69000,20,1197,78,5,2.9,2,1,1,i10
872,2016,32700,19,1198,86,5,3.68,2,1,1,Brio
873,2015,101337,12,2982,168,7,21.67,1,2,1,Fortuner
874,2011,59000,16,1968,140,5,12.5,1,2,1,A4
875,2018,41736,11,2755,171,7,19.92,1,2,1,Innova
876,2014,71649,25,1498,98,5,6.75,1,1,1,City
877,2015,80606,25,1498,98,5,6.96,1,1,1,City
878,2017,63262,21,999,67,5,3.25,2,1,1,KWID
879,2018,5456,28,1248,74,5,8.65,1,1,1,Swift
880,2017,7500,23,998,67,5,5.0,2,2,1,Celerio
881,2011,66000,15,2179,140,7,5.5,1,1,1,XUV500
882,2010,66770,20,1197,78,5,2.6,2,1,2,i10
883,2014,58472,19,1086,68,5,3.41,2,1,1,i10
884,2011,46687,22,1197,81,5,2.7,2,1,1,Dzire
885,2008,77000,9,1995,163,5,5.5,2,2,4,Grand
886,2012,7000,14,1984,226,4,35.0,2,2,1,TT
887,2011,48000,14,1991,184,5,9.75,2,2,2,New
888,2013,47000,21,1461,84,5,4.25,1,1,1,Sunny
889,2015,51530,18,998,67,5,3.2,2,1,1,WagonR
890,2014,25789,23,1248,74,5,6.85,1,1,2,Swift
891,2015,48000,25,1498,98,5,4.5,1,1,1,Amaze
892,2012,52000,28,1248,74,5,3.55,1,1,1,Swift
893,2010,95637,13,1495,93,5,1.9,3,1,2,Accent
894,2008,131000,10,2609,120,7,3.6,1,1,1,Scorpio
895,2015,42076,13,2143,201,5,21.8,1,2,1,E-Class
896,2012,76000,13,2982,168,7,13.5,1,1,2,Fortuner
897,2016,20487,22,799,53,5,2.66,2,1,1,redi-GO
898,2010,43000,16,1497,116,5,3.75,2,1,2,City
899,2018,17000,19,2494,158,5,32.0,2,2,1,Camry
900,2016,60805,26,1498,98,5,8.07,1,1,1,City
901,2012,58775,19,1968,138,5,5.64,1,1,1,Jetta
902,2013,70181,17,1968,174,5,23.99,1,2,1,A6
903,2016,85827,20,1248,88,7,7.5,1,1,1,Ertiga
904,2016,58205,19,2143,167,5,27.0,1,2,1,New
905,2008,91000,19,1248,73,5,2.85,1,1,2,Swift
906,2012,74000,19,1461,108,5,6.35,1,1,1,Duster
907,2010,79324,21,1248,73,5,3.3,1,1,1,Ritz
908,2013,38623,19,1197,85,5,5.0,2,1,1,Swift
909,2014,59923,22,1248,74,5,6.46,1,1,1,Swift
910,2017,23360,21,814,55,5,3.75,2,1,1,EON
911,2003,61495,17,993,60,5,1.52,2,1,3,Zen
912,2012,56661,15,1196,73,7,3.61,2,1,1,Eeco
913,2017,40318,14,1968,174,5,43.74,1,2,1,Q5
914,2014,60000,15,1968,174,5,20.0,1,2,1,Q3
916,2010,130000,19,1248,73,5,3.65,1,1,1,Swift
917,2013,20000,14,1978,83,10,5.25,1,1,1,Sumo
918,2016,76000,15,2993,258,7,58.0,1,2,1,X5
919,2015,30000,18,1497,117,5,8.65,2,2,1,City
920,2015,150000,25,1396,69,5,2.5,1,1,1,Indigo
921,2014,28000,16,1197,103,5,7.75,2,2,1,Vento
922,2015,74000,23,998,67,5,4.15,2,1,1,Celerio
923,2011,75000,11,2982,171,7,10.85,1,1,1,Fortuner
924,2010,76000,11,2360,170,5,5.53,2,2,2,Outlander
